"","genes","logFC","logCPM","LR","PValue","ENSEMBL","SYMBOL","GENENAME"
"8077","ENSG00000104613",0.366811353590266,6.30944187360152,5.08261268424049,0.0901307596466087,"ENSG00000104613","INTS10","integrator complex subunit 10"
"8406","ENSG00000175305",-0.586809338645654,0.549083885569231,5.08021843831667,0.0901874285379215,"ENSG00000175305","CCNE2","cyclin E2"
"8862","ENSG00000237846",-1.26346559348401,-0.863563503035358,5.07987562678163,0.0901874285379215,"ENSG00000237846","AL773545.3","ribosomal protein L22 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17998]"
"11781","ENSG00000185482",-0.588985688170683,1.77513276822147,5.08012797716734,0.0901874285379215,"ENSG00000185482","STAC3","SH3 and cysteine rich domain 3"
"16600","ENSG00000197044",0.504278304552157,4.38417844471355,5.07988225057692,0.0901874285379215,"ENSG00000197044","ZNF441","zinc finger protein 441"
"469","ENSG00000162526",-0.496866929163204,3.60807995656758,5.07882204074784,0.0901904359993437,"ENSG00000162526","TSSK3","testis specific serine kinase 3"
"6420","ENSG00000112039",-0.52380820109683,2.83230686093938,5.07904557131095,0.0901904359993437,"ENSG00000112039","FANCE","FA complementation group E"
"10636","ENSG00000168003",0.45330668066522,7.44162626358868,5.07922420634202,0.0901904359993437,"ENSG00000168003","SLC3A2","solute carrier family 3 member 2"
"8994","ENSG00000131668",1.35132110011496,0.249336775972599,5.07652863573728,0.0902925387629387,"ENSG00000131668","BARX1","BARX homeobox 1"
"8038","ENSG00000255020",0.860238682542769,1.83978676395266,5.07378850637146,0.0904007678561695,"ENSG00000255020","LOC100129129","uncharacterized LOC100129129"
"9003","ENSG00000237857",-0.985503408113569,-0.378924297621627,5.07401730188348,0.0904007678561695,"ENSG00000237857","None","ribosomal protein L41 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10356]"
"1833","ENSG00000186205",0.561234672050971,5.76350264102014,5.07040202026788,0.0905320545880491,"ENSG00000186205","MARC1","mitochondrial amidoxime reducing component 1"
"12970","ENSG00000119596",0.333174451230569,6.40385936277804,5.07069033446032,0.0905320545880491,"ENSG00000119596","YLPM1","YLP motif containing 1"
"14583","ENSG00000102901",-0.375684050947967,6.31561628331877,5.07027830599041,0.0905320545880491,"ENSG00000102901","CENPT","centromere protein T"
"5286","ENSG00000272335",-0.388031389815235,3.86744540455956,5.06978801396182,0.0905403560107457,"ENSG00000272335","AC093297.2","novel transcript, antisense to CDK5RAP3"
"3949","ENSG00000185565",-0.939862664207097,2.77737810377657,5.06891709902772,0.090551242709523,"ENSG00000185565","LSAMP","limbic system associated membrane protein"
"19054","ENSG00000130988",0.695180223578172,4.62296498532584,5.0689331605303,0.090551242709523,"ENSG00000130988","RGN","regucalcin"
"4563","ENSG00000185774",0.669426161185273,2.07216041858744,5.06786061950677,0.0905891415756652,"ENSG00000185774","KCNIP4","potassium voltage-gated channel interacting protein 4"
"13094","ENSG00000227051",-0.703453756182232,3.41884512976411,5.06734522699097,0.0905987747539023,"ENSG00000227051","C14orf132","chromosome 14 open reading frame 132"
"4552","ENSG00000169762",0.380016653633585,5.63870390021412,5.06700010360976,0.0905995123406107,"ENSG00000169762","TAPT1","transmembrane anterior posterior transformation 1"
"13097","ENSG00000066739",0.458661649498923,6.68553791533994,5.06569891688752,0.0906329378116807,"ENSG00000066739","ATG2B","autophagy related 2B"
"18832","ENSG00000128408",-1.07131232124473,-0.687907359857223,5.06601636134104,0.0906329378116807,"ENSG00000128408","RIBC2","RIB43A domain with coiled-coils 2"
"76","ENSG00000215790",-0.590131083455068,2.40111657456102,5.06468088869142,0.0906688798002354,"ENSG00000215790","SLC35E2A","solute carrier family 35 member E2A"
"9119","ENSG00000136883",-0.76977192499414,6.3345028346974,5.06317875147977,0.0907301792707313,"ENSG00000136883","KIF12","kinesin family member 12"
"1561","ENSG00000185278",-0.398714752899502,5.62385802677552,5.06055468675873,0.0908503187508411,"ENSG00000185278","ZBTB37","zinc finger and BTB domain containing 37"
"10456","ENSG00000110435",0.35708029658896,4.40272665733021,5.05944283723403,0.0908912832509208,"ENSG00000110435","PDHX","pyruvate dehydrogenase complex component X"
"10893","ENSG00000149257",-0.536691553492066,7.08287221858238,5.05866460520389,0.090899999011494,"ENSG00000149257","SERPINH1","serpin family H member 1"
"18361","ENSG00000183307",-0.967900696059098,-0.443834816307639,5.05861570098476,0.090899999011494,"ENSG00000183307","TMEM121B","transmembrane protein 121B"
"19236","ENSG00000187325",0.339241697683868,4.4558037048496,5.05790260046971,0.090920075765847,"ENSG00000187325","TAF9B","TATA-box binding protein associated factor 9b"
"1748","ENSG00000196533",-0.81947970619918,2.36066608954644,5.05688592894088,0.090956092657777,"ENSG00000196533","None","GUSB pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:18220]"
"1828","ENSG00000118873",0.310709045213359,5.53873471980064,5.05532893079062,0.0909957254185872,"ENSG00000118873","RAB3GAP2","RAB3 GTPase activating non-catalytic protein subunit 2"
"4355","ENSG00000198836",0.298732636248095,5.83901956309048,5.05447372772801,0.0909957254185872,"ENSG00000198836","OPA1","OPA1 mitochondrial dynamin like GTPase"
"6905","ENSG00000118496",0.471198571311072,5.25359791414398,5.05502282589401,0.0909957254185872,"ENSG00000118496","FBXO30","F-box protein 30"
"11230","ENSG00000204241",-0.955909081612599,-0.521376136490463,5.05475796756553,0.0909957254185872,"ENSG00000204241","LINC02731","long intergenic non-protein coding RNA 2731"
"15477","ENSG00000108852",0.585868254628051,3.6396129578568,5.05415054535434,0.0909957254185872,"ENSG00000108852","MPP2","membrane palmitoylated protein 2"
"16147","ENSG00000075643",-0.777110306578779,1.13376720376301,5.05477556983343,0.0909957254185872,"ENSG00000075643","MOCOS","molybdenum cofactor sulfurase"
"3144","ENSG00000135926",0.421334658404569,8.13837299631309,5.05356980277924,0.0910089016219719,"ENSG00000135926","TMBIM1","transmembrane BAX inhibitor motif containing 1"
"14587","ENSG00000188038",-0.656072894024202,1.27146748696777,5.04893205052069,0.0912354518882396,"ENSG00000188038","NRN1L","neuritin 1 like"
"8805","ENSG00000198853",0.337578095763202,6.3724788882033,5.04681513574842,0.091329612305476,"ENSG00000198853","RUSC2","RUN and SH3 domain containing 2"
"6378","ENSG00000204228",0.420093777086633,4.50454303444723,5.04630502274996,0.091339128067178,"ENSG00000204228","HSD17B8","hydroxysteroid 17-beta dehydrogenase 8"
"3731","ENSG00000023330",0.438213554442599,5.19079894623739,5.04570871043672,0.0913490928700154,"ENSG00000023330","ALAS1","5'-aminolevulinate synthase 1"
"13194","ENSG00000184986",-0.620055807758892,1.71819803893204,5.04545700839674,0.0913490928700154,"ENSG00000184986","TMEM121","transmembrane protein 121"
"12044","ENSG00000110921",0.405581320298518,4.7577953638687,5.04375645176403,0.0914214184364663,"ENSG00000110921","MVK","mevalonate kinase"
"8392","ENSG00000271971",-0.614918017439136,2.12813549315362,5.04087895412445,0.0915418334805981,"ENSG00000271971","AC120053.1","proline rich 13 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:50618]"
"9789","ENSG00000148660",-0.368586834423604,5.64707485543214,5.04081755035914,0.0915418334805981,"ENSG00000148660","CAMK2G","calcium/calmodulin dependent protein kinase II gamma"
"4193","ENSG00000230457",-0.741722171094649,-0.659926003941013,5.03960254432086,0.0915538638696565,"ENSG00000230457","PA2G4P4","MIR29B2 and MIR29C host gene [Source:HGNC Symbol;Acc:HGNC:32018]"
"11788","ENSG00000175203",0.322587462858962,6.79781221507295,5.039645810199,0.0915538638696565,"ENSG00000175203","DCTN2","dynactin subunit 2"
"12901","ENSG00000081181",0.972622436068268,4.7328236171334,5.03988120587174,0.0915538638696565,"ENSG00000081181","ARG2","arginase 2"
"9703","ENSG00000165476",0.370434160738579,5.60333733067503,5.03795504467303,0.0916235765647505,"ENSG00000165476","REEP3","receptor accessory protein 3"
"11765","ENSG00000076067",0.447248084962974,5.34278518169899,5.0376175848224,0.0916240285338429,"ENSG00000076067","RBMS2","RNA binding motif single stranded interacting protein 2"
"18997","ENSG00000130066",0.597650335529171,9.42373626682967,5.03600158724225,0.0916921374887419,"ENSG00000130066","SAT1","spermidine/spermine N1-acetyltransferase 1"
"4877","ENSG00000188517",0.816847652398786,3.55579642193696,5.03402875168949,0.0917443851818312,"ENSG00000188517","COL25A1","collagen type XXV alpha 1 chain"
"7895","ENSG00000243896",0.728782321769003,1.73350162191175,5.03419732631013,0.0917443851818312,"ENSG00000243896","OR2A7","olfactory receptor family 2 subfamily A member 7"
"7941","ENSG00000181652",0.71861190268885,1.208200100171,5.03432710224677,0.0917443851818312,"ENSG00000181652","ATG9B","autophagy related 9B"
"8433","ENSG00000132554",1.00200004653024,-0.706062902854095,5.02963126594624,0.0919601698753139,"ENSG00000132554","RGS22","regulator of G protein signaling 22"
"10938","ENSG00000165494",-0.37855721988936,6.15651841015037,5.02366598442538,0.0922599768316884,"ENSG00000165494","PCF11","PCF11 cleavage and polyadenylation factor subunit"
"2003","ENSG00000177462",0.964862146431199,-0.835995043966158,5.02284649942315,0.0922861459055705,"ENSG00000177462","OR2T8","olfactory receptor family 2 subfamily T member 8"
"13705","ENSG00000260103",-0.730963553519034,0.0431732908548245,5.02233769962604,0.0922957655789344,"ENSG00000260103","AC012435.2","immunoglobulin heavy variable 3-60 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5614]"
"14850","ENSG00000174231",0.376583045363609,8.52588315379211,5.02044942003744,0.0923789544754484,"ENSG00000174231","PRPF8","pre-mRNA processing factor 8"
"10952","ENSG00000074266",-0.398583934665975,4.51178569242882,5.01938091433924,0.0924009504523985,"ENSG00000074266","EED","embryonic ectoderm development"
"15219","ENSG00000160551",0.301272496521027,6.54613597621848,5.01961875717963,0.0924009504523985,"ENSG00000160551","TAOK1","TAO kinase 1"
"459","ENSG00000224066",0.690675099134605,-0.139248006020904,5.01847579909598,0.0924317513052777,"ENSG00000224066","AL049795.1","C3 and PZP-like, alpha-2-macroglobulin domain containing 8 (CPAMD8) pseudogene"
"19034","ENSG00000171659",-1.21106659618788,1.91543593199857,5.01811574998529,0.0924334641045725,"ENSG00000171659","GPR34","G protein-coupled receptor 34"
"8509","ENSG00000165156",0.393639918642453,5.71874719887059,5.0171717485369,0.0924663604433267,"ENSG00000165156","ZHX1","zinc fingers and homeoboxes 1"
"2133","ENSG00000084764",0.365121960047309,5.39952218886519,5.01620843564595,0.0925003045651357,"ENSG00000084764","MAPRE3","microtubule associated protein RP/EB family member 3"
"4865","ENSG00000145348",-0.486511421349804,5.33956473924562,5.01548247296703,0.0925040713584839,"ENSG00000145348","TBCK","TBC1 domain containing kinase"
"16055","ENSG00000101558",0.327457298271256,6.8319976944666,5.01571778517649,0.0925040713584839,"ENSG00000101558","VAPA","VAMP associated protein A"
"18155","ENSG00000235609",-0.654642881496549,1.07514136934164,5.0109311512256,0.0927300221559026,"ENSG00000235609","AF127577.4","novel transcript, antisense to STAB2"
"456","ENSG00000025800",0.307997147518736,6.40833289152353,5.00897169495417,0.0927540544195821,"ENSG00000025800","KPNA6","karyopherin subunit alpha 6"
"877","ENSG00000153904",0.501960959800091,5.36841891747092,5.00953900629719,0.0927540544195821,"ENSG00000153904","DDAH1","dimethylarginine dimethylaminohydrolase 1"
"6342","ENSG00000204315",0.567252047285398,2.50687264027988,5.00884551846594,0.0927540544195821,"ENSG00000204315","FKBPL","FKBP prolyl isomerase like"
"6657","ENSG00000083097",0.401199362641275,5.88572636566963,5.0091321242304,0.0927540544195821,"ENSG00000083097","DOP1A","DOP1 leucine zipper like protein A"
"9967","ENSG00000023839",-0.653941895493291,1.47142126980663,5.00888152150998,0.0927540544195821,"ENSG00000023839","ABCC2","ATP binding cassette subfamily C member 2"
"13898","ENSG00000185551",-0.537434533576667,7.24333263071308,5.0083937557487,0.0927607281346722,"ENSG00000185551","NR2F2","nuclear receptor subfamily 2 group F member 2"
"5136","ENSG00000180104",0.360425834812581,6.70917473749088,5.00643318948346,0.0928482977644703,"ENSG00000180104","EXOC3","exocyst complex component 3"
"6050","ENSG00000168994",0.536128607376641,6.46761139218494,5.00395658345838,0.0929636686825535,"ENSG00000168994","PXDC1","PX domain containing 1"
"6999","ENSG00000112541",0.625495221229112,4.45194868992565,5.0014830288369,0.0930614508425231,"ENSG00000112541","PDE10A","phosphodiesterase 10A"
"16230","ENSG00000197563",0.337804110243122,4.33920966200557,5.00179027004104,0.0930614508425231,"ENSG00000197563","PIGN","phosphatidylinositol glycan anchor biosynthesis class N"
"19420","ENSG00000165704",0.4168761947042,4.24301911016065,4.99870950001671,0.0931930979152201,"ENSG00000165704","HPRT1","hypoxanthine phosphoribosyltransferase 1"
"18274","ENSG00000173276",0.397402943481864,4.87770617852694,4.99610448182792,0.0933158572169922,"ENSG00000173276","ZBTB21","zinc finger and BTB domain containing 21"
"10577","ENSG00000006118",-0.544913471365262,3.35929789141559,4.99516897042444,0.0933486912208983,"ENSG00000006118","TMEM132A","transmembrane protein 132A"
"6451","ENSG00000198937",-0.820191668669616,2.56841079780623,4.99385934877439,0.093401730487703,"ENSG00000198937","CCDC167","coiled-coil domain containing 167"
"7355","ENSG00000152926",-0.523857629133237,5.64679082823942,4.9925604853121,0.0934542242922573,"ENSG00000152926","ZNF117","zinc finger protein 117"
"1937","ENSG00000231768",-1.02057561090125,1.30860356864925,4.99169815028803,0.093483167739204,"ENSG00000231768","LINC01354","long intergenic non-protein coding RNA 1354"
"17339","ENSG00000063127",-0.767263325004693,3.16924030683766,4.99078559973094,0.0934972037220049,"ENSG00000063127","SLC6A16","solute carrier family 6 member 16"
"17574","ENSG00000127903",-0.70749387809391,1.16736326082147,4.99100247269292,0.0934972037220049,"ENSG00000127903","ZNF835","zinc finger protein 835"
"16585","ENSG00000183401",-0.414414662134286,5.13637432590829,4.98966473856815,0.0935401464607116,"ENSG00000183401","CCDC159","coiled-coil domain containing 159"
"1442","ENSG00000179914",1.65963705607679,-1.08058685048731,4.98722275258275,0.0935938944091392,"ENSG00000179914","ITLN1","intelectin 1"
"3656","ENSG00000178057",0.416453977274808,5.82252552021545,4.98826993399065,0.0935938944091392,"ENSG00000178057","NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3"
"9076","ENSG00000119328",0.50625752273393,4.92713472765828,4.98788288365581,0.0935938944091392,"ENSG00000119328","ABITRAM","actin binding transcription modulator"
"9421","ENSG00000181090",0.326970227741592,6.49430804691027,4.9870403836204,0.0935938944091392,"ENSG00000181090","EHMT1","euchromatic histone lysine methyltransferase 1"
"12268","ENSG00000233469",-0.8382246082981,-0.803095611776099,4.98746926115356,0.0935938944091392,"ENSG00000233469","ST6GALNAC4P1","chaperonin containing TCP1 subunit 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35144]"
"5928","ENSG00000170085",-0.424511014109143,3.15254278569674,4.98614140336693,0.0936248996707087,"ENSG00000170085","SIMC1","SUMO interacting motifs containing 1"
"340","ENSG00000188529",0.470153319836063,4.87740100528616,4.98499226607171,0.0936445950134749,"ENSG00000188529","SRSF10","serine and arginine rich splicing factor 10"
"5298","ENSG00000164258",0.371787578577943,4.76079841035274,4.98492129737392,0.0936445950134749,"ENSG00000164258","NDUFS4","NADH:ubiquinone oxidoreductase subunit S4"
"9518","ENSG00000183748",1.06477948165359,1.10345291353602,4.98480021174542,0.0936445950134749,"ENSG00000183748","None","ribosomal protein S7 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39903]"
"12303","ENSG00000132932",-1.19734526555967,-0.820340381027367,4.98236648119032,0.093758766484261,"ENSG00000132932","ATP8A2","ATPase phospholipid transporting 8A2"
"5737","ENSG00000196963",0.680610868417831,2.44020736195025,4.98179270565079,0.0937722199295305,"ENSG00000196963","None","novel transcript, antisense to GUF1"
"3403","ENSG00000157152",0.983959123842257,0.899831369897494,4.9812348180777,0.0937848177499644,"ENSG00000157152","SYN2","synapsin II"
"12495","ENSG00000179399",1.41560551231744,0.253209646533851,4.98023556671177,0.0938213535157054,"ENSG00000179399","GPC5","glypican 5"
"12294","ENSG00000027001",0.486004856304241,3.8054338016261,4.97975903748278,0.093829552922053,"ENSG00000027001","MIPEP","mitochondrial intermediate peptidase"
"17140","ENSG00000105372",-0.392454791648908,8.94496370238267,4.97934051211524,0.0938346104521365,"ENSG00000105372","RPS19","ribosomal protein S19"
"15970","ENSG00000169683",-0.657414281767754,4.58414169808602,4.97742275708518,0.0939210318205498,"ENSG00000169683","LRRC45","leucine rich repeat containing 45"
"11515","ENSG00000133704",0.278843190421359,5.94696078818209,4.97688957170363,0.0939323278756243,"ENSG00000133704","IPO8","importin 8"
"7300","ENSG00000105953",0.442168159505315,7.57947439032846,4.97635522673327,0.0939436919265018,"ENSG00000105953","OGDH","oxoglutarate dehydrogenase"
"18215","ENSG00000159131",0.35178831333125,5.3255460573974,4.9750908990845,0.093994717945578,"ENSG00000159131","GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
"8662","ENSG00000182307",0.363969566455021,5.77314144352762,4.97452206134785,0.0940079718796171,"ENSG00000182307","C8orf33","chromosome 8 open reading frame 33"
"7543","ENSG00000070669",-0.656474905275845,5.74296193200469,4.97272315779122,0.0940881156698757,"ENSG00000070669","ASNS","asparagine synthetase (glutamine-hydrolyzing)"
"5032","ENSG00000256043",0.355967230245065,5.48204824323015,4.97001811694333,0.0942176815051197,"ENSG00000256043","CTSO","cathepsin O"
"11379","ENSG00000245105",-0.651859617631591,1.59276856574303,4.96947116902329,0.0942297877974576,"ENSG00000245105","A2M-AS1","A2M antisense RNA 1"
"1222","ENSG00000143387",-0.592864655151636,5.49244272850043,4.96661921985271,0.0943675816533418,"ENSG00000143387","CTSK","cathepsin K"
"5187","ENSG00000272016",-0.733337522094972,1.61754920794789,4.96592001929764,0.0943880251496556,"ENSG00000272016","None","novel transcript, antisense to C6orf62"
"6781","ENSG00000123500",-1.37799112093898,0.154978582644377,4.96504656103581,0.0944034195407673,"ENSG00000123500","COL10A1","collagen type X alpha 1 chain"
"19246","ENSG00000072133",0.684825825814251,3.09553355798057,4.9649890254743,0.0944034195407673,"ENSG00000072133","RPS6KA6","ribosomal protein S6 kinase A6"
"12147","ENSG00000122971",0.418563154365597,5.171303786993,4.96425725508364,0.094407954553717,"ENSG00000122971","ACADS","acyl-CoA dehydrogenase short chain"
"14433","ENSG00000102893",0.343136080630652,6.53438907746507,4.96444619358655,0.094407954553717,"ENSG00000102893","PHKB","phosphorylase kinase regulatory subunit beta"
"4975","ENSG00000170185",0.345771007857025,4.50424452863789,4.96341617190264,0.094418471678423,"ENSG00000170185","USP38","ubiquitin specific peptidase 38"
"5403","ENSG00000083312",0.307055428805151,7.14186843354146,4.96342389543344,0.094418471678423,"ENSG00000083312","TNPO1","transportin 1"
"2930","ENSG00000128656",-0.48295223861764,3.76690675108005,4.95624272601314,0.0947931975323762,"ENSG00000128656","CHN1","chimerin 1"
"6104","ENSG00000261071",0.823358465395362,-0.156493067843852,4.95487788403641,0.0947982581223359,"ENSG00000261071","AL441883.1","novel transcript, antisense to MCM3APAS"
"8455","ENSG00000155097",0.323328084011294,6.31289439588497,4.95567011770601,0.0947982581223359,"ENSG00000155097","ATP6V1C1","ATPase H+ transporting V1 subunit C1"
"11440","ENSG00000013583",0.440243125604918,6.20087935599652,4.95485475734932,0.0947982581223359,"ENSG00000013583","HEBP1","heme binding protein 1"
"16672","ENSG00000072062",0.34655586826251,6.39811430684122,4.95549694550825,0.0947982581223359,"ENSG00000072062","PRKACA","protein kinase cAMP-activated catalytic subunit alpha"
"16882","ENSG00000213967",-0.565403412779256,0.908859062304142,4.95185825311115,0.0949449161634695,"ENSG00000213967","ZNF726","zinc finger protein 726"
"2798","ENSG00000076003",-0.49568899838086,4.14212900811606,4.95089997866074,0.094979772534244,"ENSG00000076003","MCM6","minichromosome maintenance complex component 6"
"9440","ENSG00000165568",0.637679161118921,1.8864153838982,4.9501231984283,0.0949868942519377,"ENSG00000165568","AKR1E2","aldo-keto reductase family 1 member E2"
"12108","ENSG00000088992",0.69557222607482,3.20259524213994,4.95033165519638,0.0949868942519377,"ENSG00000088992","TESC","tescalcin"
"12107","ENSG00000174989",0.414383816064005,4.89576186884042,4.94901577793319,0.0950299760466799,"ENSG00000174989","FBXW8","F-box and WD repeat domain containing 8"
"3719","ENSG00000164080",0.36498470759117,5.47282651988179,4.94862746043545,0.0950335438627784,"ENSG00000164080","RAD54L2","RAD54 like 2"
"2322","ENSG00000162928",0.338315563539024,4.85624790583736,4.94611867534815,0.0950471046267048,"ENSG00000162928","PEX13","peroxisomal biogenesis factor 13"
"3117","ENSG00000144451",0.378639984226617,4.16350003459708,4.94711443552727,0.0950471046267048,"ENSG00000144451","SPAG16","sperm associated antigen 16"
"7718","ENSG00000198898",0.365275350696754,6.26440050607551,4.94704178853513,0.0950471046267048,"ENSG00000198898","CAPZA2","capping actin protein of muscle Z-line subunit alpha 2"
"11190","ENSG00000150433",-0.463560564454775,3.89491465952142,4.94662387952966,0.0950471046267048,"ENSG00000150433","TMEM218","transmembrane protein 218"
"13900","ENSG00000140443",0.578276943279414,7.17758406353908,4.94613077473133,0.0950471046267048,"ENSG00000140443","IGF1R","insulin like growth factor 1 receptor"
"17074","ENSG00000006712",0.287426416031738,6.16656263200032,4.94620665682582,0.0950471046267048,"ENSG00000006712","PAF1","PAF1 homolog, Paf1/RNA polymerase II complex component"
"19419","ENSG00000156531",-0.352435332860953,4.99405634411682,4.94666443570163,0.0950471046267048,"ENSG00000156531","PHF6","PHD finger protein 6"
"9267","ENSG00000230676",1.08229183449687,-0.45651541448827,4.94356062038712,0.0951700809236071,"ENSG00000230676","AL353803.2","ribosomal protein S2 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:35839]"
"18347","ENSG00000239415",-0.621809309252289,0.991808155445586,4.9430726888832,0.0951791713637339,"ENSG00000239415","AP001469.3","novel transcript, antisense to U2AF2A"
"13592","ENSG00000166128",-0.416194328509298,5.35453032890544,4.94222871658572,0.0952078748578222,"ENSG00000166128","RAB8B","RAB8B, member RAS oncogene family"
"8462","ENSG00000176406",1.4234503093939,0.675246440584408,4.94002471059374,0.0953115563175845,"ENSG00000176406","RIMS2","regulating synaptic membrane exocytosis 2"
"7678","ENSG00000105835",0.917682857294455,6.63596218518835,4.93929164311217,0.0953164027123083,"ENSG00000105835","NAMPT","nicotinamide phosphoribosyltransferase"
"18035","ENSG00000182463",-0.62841311425674,4.36203746093413,4.93935653836427,0.0953164027123083,"ENSG00000182463","TSHZ2","teashirt zinc finger homeobox 2"
"11597","ENSG00000167548",0.467061050317568,7.84716363835148,4.93886372696489,0.0953222164219873,"ENSG00000167548","KMT2D","lysine methyltransferase 2D"
"10194","ENSG00000182272",-0.972902876082873,1.01296441252596,4.93567946661283,0.0954623769092948,"ENSG00000182272","B4GALNT4","beta-1,4-N-acetyl-galactosaminyltransferase 4"
"13349","ENSG00000232653",0.800473222195857,0.072174041135387,4.93599616843411,0.0954623769092948,"ENSG00000232653","GOLGA8N","golgin A8 family member N"
"18239","ENSG00000159256",-0.343295817911446,5.48345827509256,4.93457192129514,0.0955057612565751,"ENSG00000159256","MORC3","MORC family CW-type zinc finger 3"
"10283","ENSG00000132109",-0.44122361090921,4.0390774688434,4.93411221316801,0.0955115550567564,"ENSG00000132109","TRIM21","tripartite motif containing 21"
"10403","ENSG00000110786",1.23317831728684,0.698706444973065,4.93382270203902,0.0955115550567564,"ENSG00000110786","PTPN5","protein tyrosine phosphatase non-receptor type 5"
"8998","ENSG00000232063",-1.57055731409035,-1.77203646807753,4.92913077777926,0.0957355364463682,"ENSG00000232063","AL691447.2","ribosomal protein L41 (RPL41) pseudogene"
"9539","ENSG00000120549",0.464440648874504,7.40393844294822,4.92914493544188,0.0957355364463682,"ENSG00000120549","KIAA1217","KIAA1217"
"15804","ENSG00000170412",0.37670599953814,6.54612017981205,4.92709217793409,0.0958306917941704,"ENSG00000170412","GPRC5C","G protein-coupled receptor class C group 5 member C"
"15255","ENSG00000108651",-0.303898876715319,5.46250004496211,4.92661554706645,0.0958392753371499,"ENSG00000108651","UTP6","UTP6 small subunit processome component"
"8724","ENSG00000147874",-0.354448736327317,4.08125122092187,4.92584950391549,0.0958639184570981,"ENSG00000147874","HAUS6","HAUS augmin like complex subunit 6"
"5081","ENSG00000164118",-0.41173609846536,4.80685087897154,4.92392957003516,0.0959526296482394,"ENSG00000164118","CEP44","centrosomal protein 44"
"10795","ENSG00000231793",-0.779917201324522,2.10381781185675,4.92281041194926,0.0959969284468175,"ENSG00000231793","DOC2GP","tripartite motif containing 60 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:38490]"
"11694","ENSG00000270175",0.575486427036969,1.03392328163835,4.92185457775556,0.0960321742260663,"ENSG00000270175","AC023509.3","argininosuccinate lyase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:747]"
"2318","ENSG00000162924",-0.532758506858115,3.65325263129728,4.91888308199567,0.0961438032824793,"ENSG00000162924","REL","REL proto-oncogene, NF-kB subunit"
"3643","ENSG00000010256",0.379414385873887,6.66985215318305,4.91950459256076,0.0961438032824793,"ENSG00000010256","UQCRC1","ubiquinol-cytochrome c reductase core protein 1"
"18687","ENSG00000100101",-0.333997140151791,5.11084356350723,4.91891215402288,0.0961438032824793,"ENSG00000100101","Z83844.1","novel transcript, sense intronic to PTPRM"
"2874","ENSG00000115339",0.545799252501199,5.03187097201805,4.91570408203194,0.096267239189832,"ENSG00000115339","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3"
"3193","ENSG00000116120",0.33814929498812,4.94852552585606,4.91570276886247,0.096267239189832,"ENSG00000116120","FARSB","phenylalanyl-tRNA synthetase subunit beta"
"18552","ENSG00000197077",0.41152629146263,6.59165734464528,4.91589908294731,0.096267239189832,"ENSG00000197077","KIAA1671","KIAA1671"
"12832","ENSG00000131966",0.344989607393536,5.6011417764183,4.91534148144483,0.0962694773121012,"ENSG00000131966","ACTR10","actin related protein 10"
"16739","ENSG00000074855",-0.475809272054342,5.02221471413771,4.91489359197415,0.0962765454216907,"ENSG00000074855","ANO8","anoctamin 8"
"7016","ENSG00000164488",-1.50573402275976,-0.301139460316427,4.91371989158164,0.0963240812756213,"ENSG00000164488","DACT2","dishevelled binding antagonist of beta catenin 2"
"2860","ENSG00000115233",0.497398284974276,4.77547857831007,4.91116992939546,0.0964484602004632,"ENSG00000115233","PSMD14","proteasome 26S subunit, non-ATPase 14"
"3864","ENSG00000080224",0.942147720289739,0.0423945672274888,4.91007493293788,0.096491696404782,"ENSG00000080224","EPHA6","EPH receptor A6"
"12561","ENSG00000126231",-0.888204181409086,-0.923768331519357,4.90968696552915,0.0964954494941988,"ENSG00000126231","PROZ","protein Z, vitamin K dependent plasma glycoprotein"
"10218","ENSG00000177236",-0.73724938800047,1.47546854374871,4.90923400191207,0.0965028375791688,"ENSG00000177236","None","T cell receptor gamma variable 10 (non-functional) [Source:HGNC Symbol;Acc:HGNC:12285]"
"8967","ENSG00000165025",-0.39992611085452,6.41281160310788,4.90865513000331,0.096517265314283,"ENSG00000165025","SYK","spleen associated tyrosine kinase"
"4137","ENSG00000181744",-0.423226761046025,3.89993056569493,4.90702596881427,0.0965904172920384,"ENSG00000181744","DIPK2A","divergent protein kinase domain 2A"
"7766","ENSG00000128595",0.404597471999784,6.97247394472465,4.90638520851332,0.0966083281196583,"ENSG00000128595","CALU","calumenin"
"8945","ENSG00000135070",0.357064570862465,5.12139211829151,4.90595551750305,0.0966144382045135,"ENSG00000135070","ISCA1","iron-sulfur cluster assembly 1"
"5112","ENSG00000109762",0.440385353884629,4.9286303056552,4.90430027394126,0.0966891396744976,"ENSG00000109762","SNX25","sorting nexin 25"
